street_address,city,postal_code,price,longitude,latitude,rental_type,bedrooms,bathrooms,sqft,description_text,year_built,parking_spots
134 Spalding Road,North York,M3K 1K1,1800.0,-79.4687778,43.7332944,Apartment,1.0,1.0,1000.0,"Dufferin & Wilson\n\nLovely lower-level walk-out basement apartment for lease in spectacular custom-built home.     Surprising spacious and bright with over 9\u2019 ceiling height.   Large bedroom with window and two double closets and high ceilings that create a spacious feeling. \n\nThe kitchen has a double sink and lots of counter space and the stove vents outside.  There is a super handy 12\u2019 x 10\u2019 storage room off the kitchen, with built-in shelving. \n\nThe washroom has a big walk-in shower and a stacked washer/dryer.  There is ceramic tile floor throughout and no carpet.\n\n1 car parking in the driveway and use of the beautiful backyard.\n\n$1800 plus 25% of hydro & heat. \n\nSuitable for single or couple.  No smoking and no pets please.  Employment letter, credit check and references required.",,
Gerrard Street East,Scarborough,None,2795.0,-79.3058336,43.682725,Accommodation,,,,,,
20 Joe Shuster Way,Toronto,M6K 0A3,2099.0,-79.4241261,43.6402772,Accommodation,,,,,,
75 Queens Wharf Road,Toronto,M5V 0J8,2050.0,-79.3978308,43.63833169999999,Accommodation,1.0,1.0,,,,
38 Joe Shuster Way,Toronto,M6K 0A5,1950.0,-79.4244112,43.6405288,Accommodation,1.0,1.0,,,,
2191 Yonge Street,Toronto,M4S 2B1,3200.0,-79.3978352,43.70550619999999,Accommodation,,,,,,
80 Mill Street,Toronto,M5A 4T3,3000.0,-79.3581736,43.6513423,Accommodation,2.0,2.0,,,,
85 Wood Street,Toronto,M4Y 2C2,2100.0,-79.37934609999999,43.6627357,Accommodation,,,,,,
237 McRoberts Avenue,York,M6E 4P3,2900.0,-79.4557664,43.681658,Accommodation,3.0,1.0,,,,
17 Zorra Street,Etobicoke,M8Z 4Z6,1995.0,-79.52121149999999,43.6211337,Accommodation,1.0,1.0,,,,
25 Capreol Court,Toronto,M5V 3Z7,2999.0,-79.3956929,43.6406584,Accommodation,,,,,,
55 Harrison Garden Boulevard,North York,M2N 7G3,2150.0,-79.40741550000001,43.756684,Accommodation,2.0,1.0,,,,
8 Mercer Street,Toronto,M5V 0C4,2150.0,-79.38990849999999,43.6460058,Accommodation,,,,,,
80 Harrison Garden Boulevard,North York,M2N 7E2,2120.0,-79.4057622,43.7563264,Accommodation,2.0,1.0,,,,
1000 King Street West,Toronto,M6K 3N1,2350.0,-79.414491,43.6417333,Accommodation,,,,,,
Charlie,Toronto,M5V 2J5,2950.0,-79.39395150000001,43.6460936,Accommodation,1.0,1.0,,,,
65 Southport St,Toronto,M6S 3N6,3300.0,-79.4735859,43.639907,Accommodation,3.0,,,,,
"#3606, 33 Bay Street",Toronto,M5J 2Z3,2050.0,-79.3770039,43.6427847,Apartment,1.0,1.0,575.0,"#3606, 33 Bay Street\n\nAvailable Now!\n\n$2,050 per month + hydro\n\nVIRTUAL SHOWINGS AVAILABLE \n\nFurnished Luxury Condo At Pinnacle Center. Unobstructed Lake View At High Floor. Excellent Floor Plan With Spacious Living Are And 9 Ft Ceilings . Panoramic Floor To Ceiling Windows. Gourmet Style Modern Kitchen With S/S Appliances And Granite Countertop, Undermount Sink. Laminated Floors. Open Balcony . State Of The Art Amenities : Gym , Swimming Pool , Squash, Tennis, Party Room , 24/7 Concierge And More .\n\nCall today to schedule a showing 647-313-3430\n\nAlmega Property Management\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
Forest Suites,North York,M2J 0B8,1850.0,-79.3434164,43.7749803,Apartment,1.0,1.0,605.0,"Unique, condo-style apartments in North York, Forest Suites at Parkway offers the style and elegance you would expect from the heart of the city. Easy access to shopping and entertainment at Fairview Mall, just steps from the Don Mills subway station and moments to the DVP & 401-ensures the best of both worlds. With downtown in easy reach, Forest Suites is destined to become one of Toronto's most desirable, new addresses.\n\nThis new property comes equipped with a party room and bike room, with indoor parking available. The gorgeous new suites include a washer/dryer, central A/C, open concept kitchens, and stainless steel appliances. You will also have access to the exercise facility across the street at 1751 Sheppard Avenue.  \n\nCall us today for more information!\n\n Utilities Included:  \n\n  * Water\n  * Cooling Source\n  * Heat Source",,
3311 Bathurst Street,North York,M6A 2B5,1915.0,-79.4304921,43.7247055,Apartment,1.0,1.0,,,,
The Livmore High Park,Toronto,M6P0B5,1973.0,-79.4671021,43.6543876,Apartment,0.0,1.0,342.0,"Building Amenities:\n\nEnjoy a wealth of amenities that outshine those of the modern condominium:\n\n  * Indoor pool\n  * Fitness centre\n  * Kids play room\n  * Parcel delivery lockers\n  * Underground parking and storage lockers available for additional fee\n  * Two party rooms\n  * Pet friendly building\n  * 100% smoke free building\n  * Plus many more amenities!\n\nSuite Amenities:\n\n  * In-suite laundry\n  * Suite options with balcony or terraces\n  * Open concept designs\n  * Stainless steel and energy efficient appliances\n\nBuilding Features  \n\nBuilding Amenities \n\n-\n\n Location Details  \n\nNestled in the beautiful community of High Park Village, The Livmore High Park is the perfect place to call home. Experience more in one of two new refined rental buildings. We offer spacious townhomes, one or two bedroom suites, and studio apartments. The Livmore High Park offers professional, on-site management to answer any of your questions. Occupancy is anticipated for late summer 2020.\n\nNext to the serenity of High Park while connected to the energy of the city; The Livmore High Park gives you the freedom to roam and explore. Steps from the shops and cafes along Bloor West Village, you can start your mornings with The Village Juicery or find your new favourite dish at The Good Fork. Come and discover a place that allows you to get out more, offering easy access to transit with High Park TTC station at your doorstep.\n\n For more information about The Livmore High Park, book an appointment to connect with one of our leasing consultants.\n\n Suite Details  \n\nSuite Amenities \n\n-",,
1350 Danforth Road,Scarborough,M1J 1G3,1699.0,-79.2459521,43.74424339999999,Apartment,1.0,1.0,695.0,"Virtual Open House:  \nPlease view our available units by clicking on the virtual tour below.  \n\nPromotions:  \nInquire about our leasing incentives.  \n\nNewly renovated, spacious apartments for rent.City living in a park setting. 1350 Danforth Road in Scarborough is set in an established residential neighbourhood adjacent to Knob Hill Park and connected to the expansive West Highland Creek Parklands. Parkvue is linked to the city via direct TTC bus access to the Warden Subway Station, Eglinton Go Train Station, and to the nearby Scarborough Town Centre. Neighbourhood retail is located across the street, grocery supermarket, convenience retail and service are available on Danforth Road, Eglinton and Lawrence, Scarborough Hospital is nearby and public schools are within easy walking distance. This is a community that enjoys all the conveniences of city living. 1350 Danforth has modern open concept layouts, stunning, newly renovated kitchens with stainless steel appliances including dishwasher and microwave. Chic bathrooms and balconies make these the perfect suites for your family. Laundry and indoor and outdoor parking are available in the building and our professional and friendly on-site staff are always happy to help. Photos and 360 Virtual Tour for reference only, which give a general sense of unit layouts and finishes. Please schedule a personalized video call or tour to view available units and amenities by calling, texting or emailing our leasing agents.The safest way to find your new home.On-line options available at all properties for ease of rental payments, maintenance requests, and communication with property management \u2013 all accessible from your preferred personal device.Our buildings feature enhanced cleaning procedures in high traffic areas. Our professionally trained staff is diligent to ensure that your building remains clean and safe. We have the Healthy Suite Program in place for an added level of protection for you and your family before you move-in! This involves: Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), Kitchen Microbe shield treatment of the high-touch areas including: All Door knobs  & Handles, Light switches, Taps & Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/Terrace. Virtual Tour1 Bedroom2 Bedrooms3 Bedrooms\n\n Utilities Included:  \n\n  * Heat\n  * Water",,
Roehampton,Toronto,M4P 0B2,2175.0,-79.3886633,43.7096217,Apartment,1.0,1.0,642.0,"$500 MOVE IN BONUS. Limited-time offer on select suites only. \n\nBook Your Virtual Guided Tour Now!\n\nCALL | (647) 360-3939\n\nMSG | Text #Book to (647) 361-0000\n\nEMAIL | leasing@myrental.ca\n\nKG Group's new rental community at 305 Roehampton Avenue, located conveniently near Yonge and Eglinton in Midtown Toronto.\n\nSUITE FEATURES\n\n  * Neutral off-white latex painted suites\n  * Balconies* and terrace area(s)* and private patio(s)* with exterior electrical receptacle\n  * All suites are high speed internet ready for multiple service providers\n  * Pre-wired cable outlet in living room, bedroom(s), den* and media area*\n  * Low-E coated, argon gas filled, thermal double pane operable awning windows\n  * Designer window coverings in all suites\n  * Premium porcelain floor and wall tiles in all bathrooms\n  * Stacked white Frigidaire ENERGY STAR\u00ae high efficiency front loading washer and dryer\n  * Plank laminate flooring throughout\n  * Mirrored sliding closets in all suites\n  * Brushed metal door hardware\n\nKITCHENS\n\n  * In-suite stainless steel appliances including: Frigidaire ENERGY STAR\u00ae high efficiency dishwasher, built-in microwave oven, 30\"" self-cleaning smoothtop stove, Blomberg ENERGY STAR\u00ae stainless steel, counter-depth, LED light, anti-bacterial refrigerator\n  * Designer kitchen cabinetry with brushed metal hardware\n  * Caesarstone quartz countertop with ceramic backsplash\n  * Large kitchen island* for extra storage and eat-in breakfast bar\n  * Polished chrome Delta kitchen faucet\n\nBATHROOMS\n\n  * Designer vanity cabinetry with brushed metal hardware\n  * White cultured marble vanity top with contemporary rectangular shaped bowl\n  * Vanity-width shelf framed mirror\n  * Polished chrome Delta faucets in all bathroom(s)* and powder room(s)*\n  * Designer porcelain tiles in tub and shower* enclosure\n  * Chrome finished bathroom accessories\n  * Frameless shower stall*\n  * Pressure balanced and temperature controlled Delta shower faucet\n  * High pressure, energy efficient low-flow shower head(s)\n  * Dual flush, energy efficient low-flow high performance toilet(s)\n\nBuilding Features  \n\nCONDO STYLE AMENITIES\n\n  * Fitness Centre in the building\n  * Business Centre\n  * Movie Screening Theatre\n  * Lounge with extra-wide flat screen TV, fireplace and wet bar \n  * Club Hampton with Fitness Centre, Yoga Studio, Wet Steam Rooms and a stunning Indoor Pool that opens onto an outdoor terrace with sundeck\n\nBUILDING FEATURES\n\n  * Private courtyard\n  * 24 hour monitored and gated underground parking\n  * Concierge\n  * Complimentary WiFi throughout the main floor\n  * Lounge with flat screen televisions and wet bar\n  * Complimentary fitness classes\n\nOTHER GREEN FEATURES\n\n  * Toronto Green Standard - Tier 2\n  * Electric Vehicle (EV) charging stations in garage\n  * Central heat recovery heating system\n  * Green roofs\n  * Bird friendly glass*\n  * Tri-sorter and/or Bi-sorter on every floor\n  * LED lighting in common areas\n  * Motion Sensors in underground garage and all service rooms\n  * Energy Management Monitoring for all building systems\n\nLocation Details  \n\nLOCATION, LOCATION, LOCATION From here, get anywhere within minutes. Head one block south and explore the lively bars, restaurants and cafes along Eglinton and Mount Pleasant. Yonge and Eglinton's great shops, upscale and casual restaurants, everyday conveniences and the subway are just a short walk away. \n\nUtilities Included:  \n\n  * Heat\n  * Water",,
252 Greenwood Avenue,Toronto,M4L 2R3,1595.0,-79.3288815,43.6724259,Accommodation,1.0,1.0,,,,
2253 Jane Street,North York,M3L 1K4,1300.0,-79.5093596,43.72565109999999,Apartment,1.0,1.0,750.0,"If this ad is still up then this unit is available!\n\n Viewings: Due to covid-19 we are limiting viewings to one person per viewing.\n\n Viewing Hours:\n\n\ufeffBuzz 5000 on the intercom when you arrive at the building during the viewing hours.\n\n Tuesday: from 6pm-8pm \n\nThursday: from 6pm-8pm \n\nSunday: 1pm-3pm\n\n Move-in Date: June 1st or July 1st \n\nProperty Address: 2257 Jane St, North York, ON M3M 1A6 \n\nPhone: 647-244-3012 \n\nEmail: info@floririvillage.com \n\nWebsite: www.floririvillage.com\n\nBeautiful one bedroom apartment located at 2257 Jane St. Just north of Wilson. For more information, please visit our website www.floririvillage.com\n\n Unit Features:\n\n-Large walk in closet in the bedroom \n\n-Stainless steel appliances \n\n-Open concept with large windows and lots of natural light \n\n-Heat and water is included in the rent \n\n-Steps to Sheridan Mall, Pizza Nova, KFC, grocery stores, Walmart, Tim Hortons and much more! \n\n-TTC stop out front \n\n-2 minute drive to the highway \n\n-Intercom phone access to open main door \n\n-Superintendent lives on site \n\n-Laundry room located in the basement with card system \n\n-Security cameras throughout property \n\n-Parking is available for $60/month \n\n-Private Garage space is also available\n\n To apply for this apartment, we require:\n\n-Photocopy of government issued ID \n\n-Letter of employment or letter from income source \n\n-Letter from landlord -6 months bank statements \n\n-Sign the credit check form on our website www.floririvillage.com or submit your Equifax Report.\n\n You may email your rental application to: info@floririvillage.com",,
570 Wellington Street West,Toronto,M5V 2X5,4000.0,-79.4030964,43.64281129999999,Accommodation,,,,,,
417 Glengrove Avenue West,North York,M5N 1X1,1850.0,-79.4250039,43.7147619,Accommodation,1.0,1.0,700.0,"Cozy modern, gorgeously furnished bright open concept large 1 bedroom w/office niche- 10ft ceilings pot lights stainless steel appliances w/dishwasher, micro hood, stack washer/dryer, marble ensuite bath, close to transit, Avenue Rd shops, Yorkdale & amenities. Includes hydro, AC heat & parking. Only non-smokers need apply. No pets. Available August 1 with or without furniture. Call 416-420-6966",2011,1
706 Gladstone Avenue,Toronto,M6H 3J4,2400.0,-79.43662139999999,43.6654871,Accommodation,1.0,1.0,,,,
382 Berkeley Street,Toronto,M5A 2X7,1800.0,-79.369325,43.663211,Accommodation,1.0,1.0,,,,
161 Roehampton Avenue,Toronto,M4P 0C8,1750.0,-79.3937953,43.70875849999999,Accommodation,1.0,1.0,500.0,"Brand New 1 Bedroom Unit, Approximately 519 Sq Ft. With 97 Sq Ft Open Balcony, Floor To Ceiling Windows, Quartz Counter, Panel Fridge, Built In Appliances, Custom Bathroom, Open Concept Layout. Steps To Yonge & Eglinton Centre, Subway, Loblaws, Lcbo, Shops, Restaurants & Schools.",2020,None
225 Sherway Gardens Road,Etobicoke,M9C 0A8,2500.0,-79.55822529999999,43.6090192,Accommodation,2.0,2.0,800.0,"The perfect layout! large, open & sunfilled corner unit, with 2 split bedrooms & 2 full bathrooms. North/West Exposure with views onto Parkland and Lake. Kitchen with pot lights, wine shelf, granite, breakfast bar, stainless steel appliances . Custom closet organizers, all hardwood.\n\nIncluded: En-suite Landry, Underground Parking, Locker, Heat, A/C, Water. All Stainless Steel Appliances: Fridge, Stove, Dishwasher, Microwave, Hood Fan.\n\nHotel Amenities: 24 Concierge, Private Party Room with Dinning Room and Kitchen, 2 Guest Suites, Pool and hot tub, Sauna, Sundeck, Games Room, Gym, Yoga Room, Massage Room/Service, Mini Golf and Driving Range, Billiards Room with Pool Tables and Ping Pong, 10 Person Board Room, Media Lounge with Library, Lots of visitor parking. Landscaped court yard with water fountain, Fitness centre with fitness staff, Movie theater . Quiet building \u2013 no Air BNB\n\nAmazing Location with Sherway Mall, Shoppers Drug Mart, Grocery, Restaurants All Within Walking Distance. Easy Access To Hwys 427, QEW, Gardiner.\n\nCan Be Rented Furnished For $150 / Mth.\n\nTransit Hub At Door Step. 10 Mins To Kipling Station Subway.\n\nParks & Trails At Door Step. Walk To Etobicoke Creek And Water Front Beach.\n\nAll Upgraded LED Lights.\n\nAmazing Building To Live In.",2011,1
161 Roehampton Avenue,Toronto,M4P 0C8,2500.0,-79.3937953,43.70875849999999,Accommodation,2.0,2.0,750.0,"Brand New 2 Bed 2 Bath Corner Unit With Parking. \n\nFloor To Ceiling Windows, A Large 291 Sqft Wrap Around Balcony With Stunning Views, Luxury Open Concept Kitchen. Steps To Subway & Future Lrt Station And All Conveniences You Would Need. Excellent Amenities Include Outdoor Pool, Hot Tub, Spa, Bbq, Gym, Golf Simulator, And Party Room.",2020,1
5 Valhalla Inn Road,Etobicoke,M9A 0B1,2100.0,-79.5598172,43.64028460000001,Accommodation,,,,,,
161 Roehampton Avenue,Toronto,M4P 0C8,2350.0,-79.3937953,43.70875849999999,Accommodation,2.0,2.0,750.0,"A Brand New Building in Midtown, 161 roehampton\n\n2 Bedroom with 2 Washrooms \n\n96 Walk Score & Steps to Subways: Yonge Line and Future Eglinton Lrt!\n\nIts Incredible Amenities Package Caters To 24/7 Lifestyle Unsurpassed In The Area:Concierge,Cave Lounge,24 Hr Diner,Rooftop Infinity Pool & Cabanas, Sauna, Gym, Rec.Room, Bbq Area...With Shops/Restaurants/Parks & 14 Schools-Who Could Wish For More!Gleaming Eng.Hardwood Floor,Floor To Ceiling Windows,Fashionable Concrete 9'Ceilings.",2020,None
5740 Yonge Street,North York,M2M 0B1,2400.0,-79.41687929999999,43.7830546,Accommodation,2.0,2.0,717.0,"Spacious 2 bedroom, 2 bathroom unit located at Yonge and Finch. South facing unit, lots of sunlight. 2 min walk away from Finch TTC Subway Station/GO Station. 8 minute drive to the 401. Steps to shopping, restaurants and bars.\n\nUnit includes Fridge, Stove, B/I Dishwasher, Microwave, Washer/Dryer.\n\nBuilding amenities: Concierge, Fitness Gym, Party Room, Conference Room.\n\nUnit is ready to move at any time.\n\nRent: $2400 month\n\nHydro, Heat and Water are included.\n\n1 Parking space and 1 storage locker included.\n\nNO SMOKING\n\nAsking for 1 year lease (month-to month after 1 year) and first and last months\u2019 rent. Must provide letter of employment and credit check.\n\nPlease feel free to contact for any questions\n\nPlease text/ call or email (647)-909-1143\n\nVideo walkthrough available.",2013,1
55 East Liberty Street,Toronto,M6K 3P8,1999.0,-79.41280239999999,43.6384523,Accommodation,,,,,,
70 Town Centre Court,Scarborough,M1P 0B2,2000.0,-79.2554225,43.7736875,Accommodation,,,,,,
73 Twenty Fourth Street,Etobicoke,M8V 3N7,2300.0,-79.5234808,43.6000969,Apartment,3.0,1.0,,,,
1410 Dupont Street,Toronto,M6H 0B6,2250.0,-79.44741069999999,43.6670237,Accommodation,1.0,1.0,,,,
18 Stafford Street,Toronto,M5V 3W4,1950.0,-79.41069159999999,43.6413708,Accommodation,1.0,1.0,,,,
5 Saint Joseph Street,Toronto,M4Y 0B6,2200.0,-79.3855792,43.6657528,Accommodation,1.0,1.0,,,,
30 Ordnance Street,Toronto,M6K 1A2,2100.0,-79.41005059999999,43.6395987,Accommodation,1.0,1.0,,,,
250 Wellington Street West,Toronto,M5V 3P6,2100.0,-79.3906811,43.6451952,Accommodation,,,,,,
80 John Street,Toronto,M5V 3X4,3850.0,-79.39018209999999,43.6468092,Accommodation,2.0,2.0,1151.0,"A Spectacular Project By Daniels (Festival Tower)*Bacal Model* 1151 Sqft+246 Sqft Balcony. Great Layout With Split Bedrooms. 9 Ft Ceilings. Kitchen With Breakfast Area & Upgraded Cabinets, Countertops & Faucets. W/I Closet In Master Br. 24 Hr Concierge, Indoor Pool, Business Centre, Guest Suites, Sauna & Full Fitness Centre. Private Cinema & 4 Star Hotel Services.",,
832 Bay Street,Toronto,M5S 1Z6,2100.0,-79.3865112,43.661927,Accommodation,1.0,1.0,,,,
388 Richmond Street West,Toronto,M5V 3P1,2000.0,-79.3947836,43.6481726,Accommodation,1.0,1.0,,,,
20 Thomas Riley Road,Etobicoke,M9B 1B1,2450.0,-79.54105469999999,43.634589,Accommodation,2.0,2.0,,,,
5500 Yonge Street,North York,M2N 7L1,2400.0,-79.4154543,43.7782639,Accommodation,2.0,2.0,,,,
55 Bremner Boulevard,Toronto,M5J 0A6,2000.0,-79.3806168,43.6428849,Accommodation,1.0,1.0,,,,
85 Queens Wharf Road,Toronto,M5V 0J9,1975.0,-79.39853029999999,43.6389644,Accommodation,1.0,1.0,,,,
1080 Bay Street,Toronto,M5S 0A5,3900.0,-79.3888889,43.6669805,Accommodation,2.0,2.0,,,,
155 Yorkville,Toronto,M5R 1C4,3500.0,-79.3943444,43.6703147,Accommodation,2.0,2.0,,,,
8 Hillcrest East,North York,M2N 6Y6,2650.0,-79.4117536,43.7682853,Accommodation,2.0,2.0,,,,
2916 Highway 7 Road,Vaughan,L4K 0K6,2100.0,-79.52128549999999,43.7963839,Accommodation,2.0,2.0,,,,
238 Doris,North York,M2N 6W1,2500.0,-79.4119668,43.7708511,Accommodation,2.0,2.0,,,,
18 Harrison Garden Boulevard,North York,M2N 7J7,2000.0,-79.4093577,43.75735419999999,Accommodation,1.0,1.0,,,,
783 Bathurst Street,Toronto,M5S 1Z5,2100.0,-79.4106917,43.66457949999999,Accommodation,1.0,1.0,,,,
88 Harbour Street,Toronto,M5J 1B7,2950.0,-79.37911299999999,43.6419035,Accommodation,3.0,2.0,,,,
1061 Shaw Street,Toronto,M6G 3N4,2500.0,-79.4262026,43.670274,Apartment,,,,,,
89 Bowood Avenue,Toronto,M4N 1Y3,4500.0,-79.400285,43.72901969999999,Accommodation,2.0,,,,,
1030 King Street West,Toronto,M6K 0B4,2795.0,-79.41585239999999,43.6414819,Accommodation,2.0,2.0,750.0,"Welcome To This Perfect Layout. 2 Bedroom/2 Bath Corner Unit W/ Northwest Exposure. Open Concept Great Room. Hardwood Floors And Large Windows Throughout. Live In The Renowned Dna 3 Building In The Trendy King St West Neighborhood. Ttc Streetcar At Doorstep. Few Mins To King And Bay Financial Centre. 24Hr Concierge. Close To Parks, Shops, Restos, Cafes. Qew/Gardiner, Starbucks, Td Bank, Grocery Stores. Fab Amenities...Seeing Is Believing!\n\nVirtual Showing Only Right Now Due To Building Restrictions.\n\nShowings Ok Once Application Has Been Received.\n\n$2795 + Hydro\n\nAvailable July 1st, 2020\n\nRequired:\n\nRental Application\n\nCredit Report\n\nProof of Income\n\nPhil Gardner\n\nSales Representative\n\nElevate Realty Inc.\n\nNot intended to solicit buyers, sellers, landlords or tenants currently under contract with a brokerage.",,
200 Manitoba Street,Etobicoke,M8Y 3Y9,2300.0,-79.4910123,43.62439979999999,Accommodation,1.0,,,,,
295 Adelaide Street West,Toronto,M5V 0L4,2100.0,-79.3904081,43.64762729999999,Accommodation,1.0,1.0,,,,
300 Front Street West,Toronto,M5V 0E9,1950.0,-79.38942089999999,43.6441737,Accommodation,1.0,1.0,,,,
251 Jarvis Street,Toronto,M5B 2C2,1800.0,-79.3743712,43.6574957,Accommodation,1.0,1.0,,,,
Heritage Apartments - 3801 Lawrence,Scarborough,M1G 1R3,1600.0,-79.2130543,43.7619412,Apartment,1.0,1.0,,,,
Imperial Towers - 90 Tyndall,Toronto,M6K 2E6,1499.0,-79.4287695,43.6361888,Apartment,1.0,1.0,,,,
Maplegrove Apartments,North York,M3J 2V1,1289.0,-79.5042159,43.7625994,Apartment,1.0,1.0,,,,
Maplegrove Apartments,North York,M3J 1K6,1289.0,-79.5015055,43.761628,Apartment,1.0,1.0,,,,
Maplegrove Apartments,North York,M3J 1V6,1599.0,-79.5018983,43.7622808,Apartment,1.0,1.0,,,,
Maplegrove Apartments,North York,M3J 2V7,1289.0,-79.5037154,43.7611046,Apartment,1.0,1.0,,,,
3000 Victoria Park Ave,Scarborough,M2J 4Y2,2300.0,-79.3319935,43.7923107,Apartment,3.0,2.0,,,,
165 &amp; 195 Barrington Ave,East York,M4C 5M6,1499.0,-79.3020223,43.693886,Apartment,1.0,1.0,,,,
1 Terraview Blvd,Scarborough,M1R 4L5,1525.0,-79.3173517,43.7645649,Apartment,1.0,1.0,,,,
2301 Victoria Park Ave,Scarborough,M1R 1W5,1925.0,-79.3174319,43.7637895,Apartment,3.0,1.0,,,,
20 John St | Unit: 200,Toronto,M5V 0G5,1995.0,-79.38918590000003,43.644515,Accommodation,1.0,1.0,445.0,"The Condo: Its centrally located at Front and Spadina, a short walk to the city's entertainment district featuring the Toronto International Film Festival, some of the most acclaimed restaurants in the city, theatres, TIFF Bell Lightbox, and the Thompson Hotel. The universally appealing dining, nightlife of the entertainment district features mostly high end establishments with fashionable names like Cobra, Brant House, Susur, and Senses.\n\nThis 49-story tower consists of 682 contemporary condominiums, and is walking distance to the financial and entertainment districts, the gallery district of West Queen West, King West Village, the Rogers Centre and ACC, and the Harbourfront.\n\nFeatures -Fully Furnished, Internet, Cable TV, HDTV, Laundry etc -Brand new stainless steel appliances -Custom kitchens with Liebherr fridge -Ceilings up to 9' -Open concept layouts -Plank laminate engineered floors -Premium porcelain floor tiles -Rain dance shower faucets\n\n300 Front Street is fully loaded with luxurious amenities including a sun deck, rooftop pool, private cabana lounges, Roman fountain, BBQ area, message room, steam room, whirlpool, yoga, poker room, fitness studio, spin room, lounge and much more.\n\nRefundable Damage Deposit: $250 One time Cleaning Fee: $80",2014,None
14 York Street,Toronto,M5J 0B1,1995.0,-79.3822455,43.6418503,Accommodation,1.0,1.0,530.0,"Fully furnished with Cable TV and Internet. \n\n*Rates may vary based on timing and length of stay \n\n* Depending on duration, applicable taxes may apply\n\n* Pics represent a similar type of unit setup, and may not necessarily be the unit posted\n\nCall/Text: 416-732-2123",2016,None
70 Temperance Street,Toronto,M5H 0B1,2200.0,-79.3821482,43.65053009999999,Accommodation,1.0,1.0,500.0,"Bay Street 1 Bedroom Furnished Condo in the heart of Downtown\n\nAvailable for FIXED TERM (4 to 6 months) rental.\n\nPerfect place for couples, small family and Professionals.\n\nLocated in the heart of the financial district, and a few steps away from Nathan Phillips Square, enjoy this cozy one bedroom condo that comes fully furnished and offers a stunning view of the city from the 41st floor. Close to all major attractions and landmarks, come explore Toronto and stay in comfort.\n\nYou will have access to the entire condo, including its amenities which include a gym, games room, lounge, library and even a golf simulator!\n\nJust minutes away Union Station, Eaton Center, Dundas Square, Ryerson University, University of Toronto, Queens Park, Toronto City Hall, Canon Theater, Massey Hall, CN Tower, Air Canada Center, Rogers Center, Princess of Whales Theater, all main attractions of Downtown Toronto. Located close to so many health care institutions such as: Toronto Grace Hospital, Toronto General, Sick Kids, Mount Sinai and Princess Margaret Hospitals to name a few.\n\nCall or Text : 647 381 4941",2016,None
209 Fort York Boulevard,Toronto,M5V 4A1,1995.0,-79.40453500000001,43.63708740000001,Accommodation,1.0,1.0,,,,
1 Bloor Street East,Toronto,M4W 1A9,3200.0,-79.3862267,43.6702042,Accommodation,2.0,2.0,798.0,"Welcome To The Most Iconic Address In Downtown Toronto: One Bloor St. This Luxury Split 2 Bed + 2 Bath With 9' Ceiling, ~800Sf+ Has A One Of A Kind Wrap Huge Around Balcony. Stunning Design By Cecconi & Simcoe. The Island Runs Seamlessly With Its Top Of The Line Finishes. Close To U Of T. Financial District, Yorkville Shopping.. State Of The Art Fitness Ctr. Direct Ttc Subway Access.",,
426 University Avenue,Toronto,M5G 1S9,2000.0,-79.38857010000001,43.65394870000001,Accommodation,1.0,1.0,,,,
352 Front Street West,Toronto,M5V 0K3,1995.0,-79.3924143,43.6432542,Accommodation,1.0,1.0,570.0,"The Condo\n\nFully furnished One Bedroom Condo - Includes a 40' HDTV, Cable, Internet and all Utilities\n\n\\- Custom-designed kitchen cabinetry\n\n\\- Polished granite countertop\n\n\\- Stainless steel appliances\n\n\\- Deep soaker tub\n\nFly Condo is the right condominium design in the right location, situated at 352 Front Street West, between Blue Jays Way and Spadina in downtown Toronto. This unique condominium enclave will offer refreshing modern character in this vibrant historic neighbourhood.\n\nRooftop party room with wet bar\n\nTheatre and Multi-Media Studio\n\nExercise room with Yoga and Pilates studio\n\n$100 Cleaning Fee & $250 Refundable Damage Deposit \n\n*Rates may vary based on day and length of stay",2013,None
188 Eglinton Avenue East,Toronto,M4P 2X7,2550.0,-79.3927485,43.708324,Accommodation,2.0,1.0,,,,
386 Yonge Street,Toronto,M5G 2K2,2000.0,-79.38354009999999,43.659127,Accommodation,1.0,1.0,,,,
209 Fort York Boulevard,Toronto,M5V 4A1,2150.0,-79.40453500000001,43.63708740000001,Accommodation,1.0,1.0,650.0,"This unit is a large one-bedroom + den in downtown Toronto. It offers an amazing open-concept layout, with three closets with custom built-ins and blackout blinds in the bedroom. There is also an oversized laundry closet with tons of room for storage. The building has an indoor pool, large gym, yoga room, sauna, change rooms, billiards room, party room, media room, and a rooftop deck that has barbecues and a hot tub. It\u2019s walking distance to the CN Tower, Rogers Centre, Scotiabank Arena and the Exhibition. There are also a ton of restaurants and bars in the neighbourhood. If you prefer taking public transit, there are two TTC stops right in front of the building.",2011,1
38 Dan Leckie Way,Toronto,M5V 4B2,2800.0,-79.3981458,43.6374864,Accommodation,2.0,2.0,,,,
7895 Jane Street,Vaughan,L4K 2M7,2850.0,-79.52504139999999,43.7984768,Accommodation,,,,,,
3894 Bathurst Street,North York,M3H 3N5,1819.0,-79.43557,43.743565,Apartment,1.0,1.0,,,,
